id,borough,neighborhood,block,lot,easement,units,land_sqft,gross_sqft,year_built,sale_price
43331,3,OCEAN PARKWAY-NORTH,5371,71, ,2,3058,2496,1925,0
43332,3,OCEAN PARKWAY-NORTH,5375,7, ,2,5300,2504,1925,919000
43333,3,OCEAN PARKWAY-NORTH,5375,19, ,2,3333,3322,1925,0
43334,3,OCEAN PARKWAY-NORTH,5375,30, ,2,2667,2147,1925,868500
43335,3,OCEAN PARKWAY-NORTH,5375,31, ,2,2667,1954,1925,900000
43336,3,OCEAN PARKWAY-NORTH,5375,69, ,3,3000,4320,1970,0
43337,3,OCEAN PARKWAY-NORTH,5375,70, ,2,6000,2677,1925,3450000
43338,3,OCEAN PARKWAY-NORTH,5377,74, ,2,3000,1495,1905,865000
43340,3,OCEAN PARKWAY-NORTH,5378,16, ,3,1620,1582,1910,0
43342,3,OCEAN PARKWAY-NORTH,5378,85, ,2,1600,2616,1925,0
43343,3,OCEAN PARKWAY-NORTH,5386,6, ,2,2000,2700,1920,0
43344,3,OCEAN PARKWAY-NORTH,5386,63, ,2,4000,1608,1910,10
43346,3,OCEAN PARKWAY-NORTH,5386,67, ,2,4000,3498,1910,0
43347,3,OCEAN PARKWAY-NORTH,5386,77, ,2,4000,1733,1910,0
43348,3,OCEAN PARKWAY-NORTH,5387,11, ,2,2000,1870,1920,0
43349,3,OCEAN PARKWAY-NORTH,5387,36, ,2,3400,2842,1920,0
43350,3,OCEAN PARKWAY-NORTH,5388,30, ,2,4000,2548,1920,0
43352,3,OCEAN PARKWAY-NORTH,5392,69, ,2,4000,2552,1999,10
43353,3,OCEAN PARKWAY-NORTH,5395,57, ,2,1825,1728,1920,0
43354,3,OCEAN PARKWAY-NORTH,5396,8, ,2,2400,2271,1899,998000
43355,3,OCEAN PARKWAY-NORTH,5396,21, ,2,3000,2998,1905,0
43359,3,OCEAN PARKWAY-NORTH,5400,72, ,2,5600,3552,1925,10
43360,3,OCEAN PARKWAY-NORTH,5401,79, ,2,3013,2480,1925,0
43361,3,OCEAN PARKWAY-NORTH,5401,79, ,2,3013,2480,1925,0
43364,3,OCEAN PARKWAY-NORTH,5409,21, ,2,3200,2069,1910,0
43365,3,OCEAN PARKWAY-NORTH,5411,1, ,3,1615,3696,1933,0
43366,3,OCEAN PARKWAY-NORTH,5416,20, ,2,2531,2080,1915,0
43367,3,OCEAN PARKWAY-NORTH,5420,31, ,2,4470,2357,1905,0
43369,3,OCEAN PARKWAY-NORTH,5422,15, ,2,3339,1892,1901,1300000
43370,3,OCEAN PARKWAY-NORTH,5422,17, ,2,3339,1892,1901,0
43371,3,OCEAN PARKWAY-NORTH,5422,17, ,2,3339,1892,1901,1300000
43374,3,OCEAN PARKWAY-NORTH,5429,19, ,3,1490,2350,1933,1100000
43376,3,OCEAN PARKWAY-NORTH,6503,95, ,2,2820,2685,1925,0
43378,3,OCEAN PARKWAY-NORTH,6504,21, ,2,1980,1440,1930,0
43379,3,OCEAN PARKWAY-NORTH,6504,27, ,2,1584,2286,1925,830000
43380,3,OCEAN PARKWAY-NORTH,6504,33, ,3,2000,3000,1931,1303000
43381,3,OCEAN PARKWAY-NORTH,6506,5, ,2,7445,3180,1910,0
43382,3,OCEAN PARKWAY-NORTH,6507,24, ,2,2750,3500,1998,1775000
43383,3,OCEAN PARKWAY-NORTH,6509,46, ,2,4000,2880,1920,0
43386,3,OCEAN PARKWAY-NORTH,6516,57, ,2,3333,2048,1930,0
43387,3,OCEAN PARKWAY-NORTH,6518,32, ,2,3280,2232,1925,1400000
43388,3,OCEAN PARKWAY-NORTH,6518,80, ,2,3950,3090,1945,0
43389,3,OCEAN PARKWAY-NORTH,6523,59, ,2,4000,3096,1930,1615000
43390,3,OCEAN PARKWAY-NORTH,6524,25, ,2,2500,1928,1920,1080000
43392,3,OCEAN PARKWAY-NORTH,6533,71, ,2,2410,1666,1930,0
43393,3,OCEAN PARKWAY-NORTH,6533,82, ,2,2410,2727,1940,1365000
43396,3,OCEAN PARKWAY-NORTH,6536,1, ,2,2050,2624,1930,0
43399,3,OCEAN PARKWAY-NORTH,6542,10, ,2,3360,2620,1930,1700000
43400,3,OCEAN PARKWAY-NORTH,6542,23, ,2,2750,2480,1925,1200000
43401,3,OCEAN PARKWAY-NORTH,6543,2, ,2,2708,2458,1920,0
43403,3,OCEAN PARKWAY-NORTH,6545,79, ,2,3000,2552,1925,275000
43404,3,OCEAN PARKWAY-NORTH,6546,12, ,3,2000,2480,1931,1035000
43405,3,OCEAN PARKWAY-NORTH,6546,12, ,3,2000,2480,1931,0
43406,3,OCEAN PARKWAY-NORTH,6546,12, ,3,2000,2480,1931,0
43407,3,OCEAN PARKWAY-NORTH,6546,16, ,3,2000,2480,1931,1050000
43409,3,OCEAN PARKWAY-NORTH,6564,48, ,2,2850,2492,1925,0
43410,3,OCEAN PARKWAY-NORTH,6565,71, ,2,4520,2292,1915,0
43411,3,OCEAN PARKWAY-NORTH,6566,6, ,2,2750,2640,1930,950000
43413,3,OCEAN PARKWAY-NORTH,6566,79, ,2,2800,2712,1930,0
43414,3,OCEAN PARKWAY-NORTH,6567,21, ,2,2400,2400,1930,1188000
43416,3,OCEAN PARKWAY-NORTH,6568,12, ,2,3250,2720,1930,0
43417,3,OCEAN PARKWAY-NORTH,6568,46, ,2,4620,3064,1930,2400000
43418,3,OCEAN PARKWAY-NORTH,6569,79, ,2,5069,3432,1930,2950000
43419,3,OCEAN PARKWAY-NORTH,6570,74, ,2,3615,4800,1930,2500000
43420,3,OCEAN PARKWAY-NORTH,6571,9, ,2,1360,1530,1925,0
43421,3,OCEAN PARKWAY-NORTH,6572,22, ,2,2450,2772,1925,0
43422,3,OCEAN PARKWAY-NORTH,6572,25, ,2,2650,2772,1925,1510000
43423,3,OCEAN PARKWAY-NORTH,6572,30, ,3,1218,4000,1910,0
43424,3,OCEAN PARKWAY-NORTH,6572,44, ,2,4000,2888,1935,1634000
43426,3,OCEAN PARKWAY-NORTH,6572,72, ,2,2250,2304,1925,1400000
43427,3,OCEAN PARKWAY-NORTH,6572,72, ,2,2250,2304,1925,0
43428,3,OCEAN PARKWAY-NORTH,6572,76, ,2,4000,2204,1910,995000
43429,3,OCEAN PARKWAY-NORTH,6584,14, ,2,2260,1808,1930,900000
43430,3,OCEAN PARKWAY-NORTH,6587,89, ,2,3000,2440,1925,1100000
43432,3,OCEAN PARKWAY-NORTH,6608,60, ,3,2240,2950,1931,840000
43433,3,OCEAN PARKWAY-NORTH,6608,60, ,3,2240,2950,1931,0
43434,3,OCEAN PARKWAY-NORTH,6609,68, ,2,3418,2504,1920,1480000
43435,3,OCEAN PARKWAY-NORTH,6609,71, ,2,2825,2600,1920,990000
43437,3,OCEAN PARKWAY-NORTH,6614,39, ,2,3073,2640,1925,1400000
43438,3,OCEAN PARKWAY-NORTH,6614,62, ,2,3223,2660,1925,0
43439,3,OCEAN PARKWAY-NORTH,6614,63, ,2,3073,2660,1925,0
43440,3,OCEAN PARKWAY-NORTH,6614,71, ,2,4820,2612,1925,0
43441,3,OCEAN PARKWAY-NORTH,6614,75, ,2,3213,2684,1925,0
43442,3,OCEAN PARKWAY-NORTH,6615,43, ,2,2800,2608,1920,1375000
43443,3,OCEAN PARKWAY-NORTH,6617,64, ,2,4000,2728,1925,0
43445,3,OCEAN PARKWAY-NORTH,6634,21, ,2,3000,2088,1930,1510000
43446,3,OCEAN PARKWAY-NORTH,6637,42, ,2,3900,2600,1930,0
43447,3,OCEAN PARKWAY-NORTH,6638,46, ,2,5600,3450,1930,2970000
43449,3,OCEAN PARKWAY-NORTH,6641,57, ,2,2000,1400,1930,0
43452,3,OCEAN PARKWAY-NORTH,6660,54, ,2,2300,1280,1920,0
43454,3,OCEAN PARKWAY-NORTH,6662,18, ,2,3750,2800,1920,1925000
43455,3,OCEAN PARKWAY-NORTH,6663,14, ,2,3282,2560,1920,0
43456,3,OCEAN PARKWAY-NORTH,6663,83, ,2,3535,2720,1920,1450000
43457,3,OCEAN PARKWAY-NORTH,6664,1, ,2,3108,2600,1932,0
43459,3,OCEAN PARKWAY-NORTH,6664,36, ,2,1820,2551,1955,0
43460,3,OCEAN PARKWAY-NORTH,6665,4, ,2,2000,1400,1915,576000
43461,3,OCEAN PARKWAY-NORTH,5354,5, ,3,3500,2560,1930,0
43462,3,OCEAN PARKWAY-NORTH,5354,20, ,3,4000,2868,1930,0
43463,3,OCEAN PARKWAY-NORTH,5354,53, ,3,2700,2402,1930,800000
43464,3,OCEAN PARKWAY-NORTH,5354,72, ,3,2600,2351,1930,1020000
43465,3,OCEAN PARKWAY-NORTH,5354,73, ,3,2500,2351,1930,1100000
43466,3,OCEAN PARKWAY-NORTH,5355,17, ,3,4000,2544,1925,0
43467,3,OCEAN PARKWAY-NORTH,5355,44, ,3,2100,3128,1970,0
43469,3,OCEAN PARKWAY-NORTH,5356,5, ,3,4000,3477,1910,1550000
43470,3,OCEAN PARKWAY-NORTH,5356,66, ,3,4000,3408,1910,1100000
43471,3,OCEAN PARKWAY-NORTH,5359,55, ,3,3374,2550,1925,0
43472,3,OCEAN PARKWAY-NORTH,5370,21, ,3,3750,2325,1920,0
43473,3,OCEAN PARKWAY-NORTH,5375,68, ,3,3000,4320,1950,3225000
43474,3,OCEAN PARKWAY-NORTH,5386,47, ,3,1983,1872,1910,0
43475,3,OCEAN PARKWAY-NORTH,5387,1, ,3,2000,6000,1930,0
43476,3,OCEAN PARKWAY-NORTH,5387,18, ,3,2900,2738,1920,0
43477,3,OCEAN PARKWAY-NORTH,5388,60, ,3,3000,2621,1920,0
43478,3,OCEAN PARKWAY-NORTH,5391,155, ,3,2400,2867,1910,400000
43479,3,OCEAN PARKWAY-NORTH,5395,36, ,3,5000,6120,2008,0
43480,3,OCEAN PARKWAY-NORTH,5421,72, ,3,2094,3330,1910,0
43481,3,OCEAN PARKWAY-NORTH,5427,6, ,3,2007,3000,1931,0
43483,3,OCEAN PARKWAY-NORTH,6512,29, ,3,4000,3411,1925,1730000
43484,3,OCEAN PARKWAY-NORTH,6530,11, ,3,4500,3381,1930,1450000
43485,3,OCEAN PARKWAY-NORTH,6530,11, ,3,4500,3381,1930,0
43486,3,OCEAN PARKWAY-NORTH,6534,48, ,3,2500,3500,1960,1260000
43488,3,OCEAN PARKWAY-NORTH,6541,52, ,3,2279,3344,1931,1180000
43490,3,OCEAN PARKWAY-NORTH,6567,82, ,3,2700,4158,1930,1315000
43491,3,OCEAN PARKWAY-NORTH,6571,1, ,3,2050,4680,1930,0
43492,3,OCEAN PARKWAY-NORTH,6572,46, ,3,4000,3233,1930,1600000
43494,3,OCEAN PARKWAY-NORTH,6589,34, ,3,3254,2730,1930,0
43495,3,OCEAN PARKWAY-NORTH,6592,59, ,3,3000,3430,1975,0
43496,3,OCEAN PARKWAY-NORTH,6615,7, ,3,2544,2400,1925,1400000
43497,3,OCEAN PARKWAY-NORTH,6641,25, ,3,3300,2082,1920,1650000
43498,3,OCEAN PARKWAY-NORTH,6641,72, ,3,2050,2680,1960,0
43500,3,OCEAN PARKWAY-NORTH,5396,1011, ,1,0,0,1990,0
43501,3,OCEAN PARKWAY-NORTH,5408,1303, ,0,0,0,0,890000
43502,3,OCEAN PARKWAY-NORTH,5419,1101, ,1,0,0,2012,0
43504,3,OCEAN PARKWAY-NORTH,5419,1107, ,1,0,0,2012,0
43505,3,OCEAN PARKWAY-NORTH,5419,1108, ,1,0,0,2012,499000
43506,3,OCEAN PARKWAY-NORTH,6511,32, ,1,3333,0,1925,1600000
43507,3,OCEAN PARKWAY-NORTH,6515,20, ,0,2900,0,0,990000
43508,3,OCEAN PARKWAY-NORTH,6515,21, ,0,2400,0,0,0
43509,3,OCEAN PARKWAY-NORTH,6546,56, ,0,500,0,0,500
43510,3,OCEAN PARKWAY-NORTH,6566,75, ,0,4000,0,0,992000
43511,3,OCEAN PARKWAY-NORTH,5353,60, ,6,2958,4929,1930,1515000
43513,3,OCEAN PARKWAY-NORTH,5375,72, ,46,15000,36000,1924,0
43514,3,OCEAN PARKWAY-NORTH,5377,25, ,4,2000,2800,1930,400000
43515,3,OCEAN PARKWAY-NORTH,5409,6, ,42,10000,32000,1930,8500000
43518,3,OCEAN PARKWAY-NORTH,6498,60, ,4,2750,3120,1931,805000
43519,3,OCEAN PARKWAY-NORTH,6498,61, ,4,2542,3120,1931,450000
43520,3,OCEAN PARKWAY-NORTH,6564,21, ,4,2968,3100,1925,0
43521,3,OCEAN PARKWAY-NORTH,6564,29, ,4,2968,3100,1925,1450000
43522,3,OCEAN PARKWAY-NORTH,6564,84, ,4,2240,2440,1911,0
43523,3,OCEAN PARKWAY-NORTH,6565,168, ,6,3390,3460,1927,0
43525,3,OCEAN PARKWAY-NORTH,6608,36, ,4,2856,3402,1928,1700000
43526,3,OCEAN PARKWAY-NORTH,6635,69, ,6,2867,5253,1927,1730000
43529,3,OCEAN PARKWAY-NORTH,5392,42, ,0,0,0,1916,197500
43530,3,OCEAN PARKWAY-NORTH,5355,1, ,0,0,0,1961,481000
43531,3,OCEAN PARKWAY-NORTH,5355,1, ,0,0,0,1961,340000
43532,3,OCEAN PARKWAY-NORTH,5355,1, ,0,0,0,1961,435000
43533,3,OCEAN PARKWAY-NORTH,5356,42, ,0,0,0,1915,441760
43534,3,OCEAN PARKWAY-NORTH,5356,42, ,0,0,0,1915,551000
43535,3,OCEAN PARKWAY-NORTH,5356,42, ,0,0,0,1915,425000
43536,3,OCEAN PARKWAY-NORTH,5357,5, ,0,0,0,1930,0
43537,3,OCEAN PARKWAY-NORTH,5357,17, ,0,0,0,1941,0
43539,3,OCEAN PARKWAY-NORTH,5357,30, ,0,0,0,1941,279000
43540,3,OCEAN PARKWAY-NORTH,5357,30, ,0,0,0,1941,178000
43542,3,OCEAN PARKWAY-NORTH,5374,10, ,0,0,0,1962,395000
43544,3,OCEAN PARKWAY-NORTH,5374,10, ,0,0,0,1962,0
43545,3,OCEAN PARKWAY-NORTH,5374,10, ,0,0,0,1962,425000
43546,3,OCEAN PARKWAY-NORTH,5374,17, ,0,0,0,1941,150000
43547,3,OCEAN PARKWAY-NORTH,5374,17, ,0,0,0,1941,299000
43548,3,OCEAN PARKWAY-NORTH,5374,21, ,0,0,0,1961,550000
43549,3,OCEAN PARKWAY-NORTH,5374,21, ,0,0,0,1961,620000
43550,3,OCEAN PARKWAY-NORTH,5374,21, ,0,0,0,1961,510000
43551,3,OCEAN PARKWAY-NORTH,5374,21, ,0,0,0,1961,320000
43552,3,OCEAN PARKWAY-NORTH,5375,49, ,0,0,0,1900,400000
43553,3,OCEAN PARKWAY-NORTH,5375,49, ,0,0,0,1900,391000
43554,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,235000
43555,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,229000
43556,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,277000
43558,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,290000
43559,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,0
43560,3,OCEAN PARKWAY-NORTH,5375,58, ,0,0,0,1963,155000
43562,3,OCEAN PARKWAY-NORTH,5376,58, ,0,0,0,1961,483000
43563,3,OCEAN PARKWAY-NORTH,5376,58, ,0,0,0,1961,225000
43564,3,OCEAN PARKWAY-NORTH,5376,58, ,0,0,0,1961,399000
43567,3,OCEAN PARKWAY-NORTH,5376,58, ,0,0,0,1961,384000
43568,3,OCEAN PARKWAY-NORTH,5376,68, ,0,0,0,1962,305000
43569,3,OCEAN PARKWAY-NORTH,5376,68, ,0,0,0,1962,259000
43571,3,OCEAN PARKWAY-NORTH,5377,43, ,0,0,0,1941,420000
43572,3,OCEAN PARKWAY-NORTH,5377,43, ,0,0,0,1941,499000
43573,3,OCEAN PARKWAY-NORTH,5377,43, ,0,0,0,1941,500000
43574,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,515000
43575,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,545000
43576,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,530000
43577,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,0
43578,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,0
43579,3,OCEAN PARKWAY-NORTH,5391,61, ,0,0,0,1961,270000
43580,3,OCEAN PARKWAY-NORTH,5392,1, ,0,0,0,1960,0
43581,3,OCEAN PARKWAY-NORTH,5392,1, ,0,0,0,1960,515000
43583,3,OCEAN PARKWAY-NORTH,5399,7, ,0,0,0,1931,152500
43584,3,OCEAN PARKWAY-NORTH,5399,7, ,0,0,0,1931,240999
43585,3,OCEAN PARKWAY-NORTH,5399,7, ,0,0,0,1931,177500
43586,3,OCEAN PARKWAY-NORTH,5399,21, ,0,0,0,1962,390000
43587,3,OCEAN PARKWAY-NORTH,5399,21, ,0,0,0,1962,430000
43588,3,OCEAN PARKWAY-NORTH,5399,21, ,0,0,0,1962,0
43590,3,OCEAN PARKWAY-NORTH,5399,41, ,0,0,0,1931,330000
43592,3,OCEAN PARKWAY-NORTH,5400,91, ,0,0,0,1963,329000
43593,3,OCEAN PARKWAY-NORTH,5400,91, ,0,0,0,1963,699500
43595,3,OCEAN PARKWAY-NORTH,5417,58, ,0,0,0,1964,450000
43596,3,OCEAN PARKWAY-NORTH,5417,58, ,0,0,0,1964,385000
43597,3,OCEAN PARKWAY-NORTH,5417,58, ,0,0,0,1964,170000
43599,3,OCEAN PARKWAY-NORTH,5417,58, ,0,0,0,1964,220000
43600,3,OCEAN PARKWAY-NORTH,5418,49, ,0,0,0,1959,340050
43601,3,OCEAN PARKWAY-NORTH,5418,49, ,0,0,0,1959,100000
43602,3,OCEAN PARKWAY-NORTH,5418,49, ,0,0,0,1959,245000
43603,3,OCEAN PARKWAY-NORTH,5418,49, ,0,0,0,1959,305000
43604,3,OCEAN PARKWAY-NORTH,5424,1, ,0,0,0,1954,280000
43607,3,OCEAN PARKWAY-NORTH,5424,1, ,0,0,0,1954,245000
43610,3,OCEAN PARKWAY-NORTH,5495,1014, ,0,0,0,1952,0
43611,3,OCEAN PARKWAY-NORTH,5495,1014, ,0,0,0,1952,0
43612,3,OCEAN PARKWAY-NORTH,5495,1014, ,0,0,0,1952,290000
43613,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,375000
43614,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,490500
43615,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,0
43616,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,0
43617,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,267500
43618,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,329000
43620,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,310000
43621,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,550000
43622,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,365000
43623,3,OCEAN PARKWAY-NORTH,5495,1018, ,0,0,0,1965,332000
43626,3,OCEAN PARKWAY-NORTH,6494,51, ,0,0,0,1937,0
43627,3,OCEAN PARKWAY-NORTH,6494,51, ,0,0,0,1937,237000
43628,3,OCEAN PARKWAY-NORTH,6494,51, ,0,0,0,1937,264000
43629,3,OCEAN PARKWAY-NORTH,6495,1, ,0,0,0,1963,230000
43632,3,OCEAN PARKWAY-NORTH,6495,1, ,0,0,0,1963,0
43633,3,OCEAN PARKWAY-NORTH,6495,1, ,0,0,0,1963,265000
43634,3,OCEAN PARKWAY-NORTH,6495,1, ,0,0,0,1963,259000
43636,3,OCEAN PARKWAY-NORTH,6498,68, ,0,0,0,1958,159000
43637,3,OCEAN PARKWAY-NORTH,6503,8, ,0,0,0,1963,257000
43639,3,OCEAN PARKWAY-NORTH,6503,8, ,0,0,0,1963,155000
43640,3,OCEAN PARKWAY-NORTH,6503,8, ,0,0,0,1963,66687
43641,3,OCEAN PARKWAY-NORTH,6503,8, ,0,0,0,1963,318000
43642,3,OCEAN PARKWAY-NORTH,6503,8, ,0,0,0,1963,290000
43643,3,OCEAN PARKWAY-NORTH,6503,20, ,0,0,0,1958,425000
43644,3,OCEAN PARKWAY-NORTH,6503,20, ,0,0,0,1958,0
43645,3,OCEAN PARKWAY-NORTH,6503,20, ,0,0,0,1958,0
43647,3,OCEAN PARKWAY-NORTH,6503,20, ,0,0,0,1958,439000
43648,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,373000
43649,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,0
43651,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,390100
43652,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,302000
43653,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,579000
43654,3,OCEAN PARKWAY-NORTH,6503,30, ,0,0,0,1961,395000
43656,3,OCEAN PARKWAY-NORTH,6507,1, ,0,0,0,1958,225000
43657,3,OCEAN PARKWAY-NORTH,6507,1, ,0,0,0,1958,299900
43658,3,OCEAN PARKWAY-NORTH,6508,22, ,0,0,0,1936,400000
43659,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,220000
43660,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,275000
43661,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,315000
43662,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,265000
43663,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,460000
43664,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,335000
43665,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,0
43666,3,OCEAN PARKWAY-NORTH,6509,13, ,0,0,0,1956,270000
43667,3,OCEAN PARKWAY-NORTH,6527,51, ,0,0,0,1953,250000
43668,3,OCEAN PARKWAY-NORTH,6527,51, ,0,0,0,1953,250000
43669,3,OCEAN PARKWAY-NORTH,6527,51, ,0,0,0,1953,250000
43670,3,OCEAN PARKWAY-NORTH,6532,57, ,0,0,0,1940,325000
43671,3,OCEAN PARKWAY-NORTH,6532,57, ,0,0,0,1940,210000
43672,3,OCEAN PARKWAY-NORTH,6532,57, ,0,0,0,1940,315000
43673,3,OCEAN PARKWAY-NORTH,6532,57, ,0,0,0,1940,225000
43674,3,OCEAN PARKWAY-NORTH,6532,76, ,0,0,0,1951,335000
43675,3,OCEAN PARKWAY-NORTH,6532,76, ,0,0,0,1951,190000
43677,3,OCEAN PARKWAY-NORTH,6532,76, ,0,0,0,1951,422000
43678,3,OCEAN PARKWAY-NORTH,6532,76, ,0,0,0,1951,222500
43679,3,OCEAN PARKWAY-NORTH,6532,76, ,0,0,0,1951,225000
43680,3,OCEAN PARKWAY-NORTH,6540,27, ,0,0,0,1956,225000
43682,3,OCEAN PARKWAY-NORTH,6540,27, ,0,0,0,1956,242200
43683,3,OCEAN PARKWAY-NORTH,6540,27, ,0,0,0,1956,250000
43685,3,OCEAN PARKWAY-NORTH,6541,27, ,0,0,0,1956,304000
43686,3,OCEAN PARKWAY-NORTH,6541,27, ,0,0,0,1956,377500
43687,3,OCEAN PARKWAY-NORTH,6541,27, ,0,0,0,1956,799000
43689,3,OCEAN PARKWAY-NORTH,6541,27, ,0,0,0,1956,220000
43691,3,OCEAN PARKWAY-NORTH,6568,27, ,0,0,0,1949,225000
43696,3,OCEAN PARKWAY-NORTH,6587,51, ,0,0,0,1940,220000
43697,3,OCEAN PARKWAY-NORTH,5398,1003, ,1,0,0,2005,762500
43698,3,OCEAN PARKWAY-NORTH,5398,1005, ,1,0,0,2005,795000
43699,3,OCEAN PARKWAY-NORTH,6590,1006, ,1,0,0,1926,405000
43700,3,OCEAN PARKWAY-NORTH,6590,1007, ,1,0,0,1926,415000
43701,3,OCEAN PARKWAY-NORTH,5416,1008, ,1,0,0,0,0
43702,3,OCEAN PARKWAY-NORTH,5416,1011, ,1,0,0,0,750000
43703,3,OCEAN PARKWAY-NORTH,5424,1012, ,1,0,0,2006,630000
43704,3,OCEAN PARKWAY-NORTH,6494,1058, ,1,0,0,0,575000
43705,3,OCEAN PARKWAY-NORTH,6503,1013, ,1,0,0,2013,0
43706,3,OCEAN PARKWAY-NORTH,6532,1021, ,1,0,0,0,0
43708,3,OCEAN PARKWAY-NORTH,6532,1023, ,1,0,0,0,925000
43709,3,OCEAN PARKWAY-NORTH,6532,1024, ,1,0,0,0,0
43712,3,OCEAN PARKWAY-NORTH,6532,1030, ,1,0,0,0,899000
43713,3,OCEAN PARKWAY-NORTH,6532,1031, ,1,0,0,0,0
43714,3,OCEAN PARKWAY-NORTH,6608,1037, ,1,0,0,1939,425000
43715,3,OCEAN PARKWAY-NORTH,6608,1055, ,1,0,0,1939,440000
43716,3,OCEAN PARKWAY-NORTH,6608,1064, ,1,0,0,1939,390000
43717,3,OCEAN PARKWAY-NORTH,6538,53, ,6,2075,4140,1931,1300000
43718,3,OCEAN PARKWAY-NORTH,6565,11, ,4,2000,3120,1936,0
43719,3,OCEAN PARKWAY-NORTH,6572,66, ,4,3500,5359,1927,0
43720,3,OCEAN PARKWAY-NORTH,6572,66, ,4,3500,5359,1927,1675000
43722,3,OCEAN PARKWAY-NORTH,5409,1301, ,1,0,0,2015,763687
43723,3,OCEAN PARKWAY-NORTH,5409,1302, ,1,0,0,2015,0
43725,3,OCEAN PARKWAY-NORTH,5409,1303, ,1,0,0,2015,585413
43726,3,OCEAN PARKWAY-NORTH,5409,1305, ,1,0,0,2015,636406
43728,3,OCEAN PARKWAY-NORTH,5409,1307, ,1,0,0,2015,500000
43729,3,OCEAN PARKWAY-NORTH,5409,1308, ,1,0,0,2015,505986
43730,3,OCEAN PARKWAY-NORTH,5395,56, ,2,1850,2701,1920,800000
43731,3,OCEAN PARKWAY-NORTH,5403,28, ,1,6840,800,1933,10
43732,3,OCEAN PARKWAY-NORTH,5411,46, ,1,4000,3800,1933,4500000
43733,3,OCEAN PARKWAY-NORTH,6498,52, ,6,5000,5000,1931,0
43735,3,OCEAN PARKWAY-NORTH,6583,69, ,2,2100,3147,1931,0
43736,3,OCEAN PARKWAY-NORTH,6583,70, ,2,1356,2213,1931,0
43737,3,OCEAN PARKWAY-NORTH,6583,169, ,2,2100,3147,1931,0
43738,3,OCEAN PARKWAY-NORTH,6634,8, ,2,4000,8000,1936,3200000
43739,3,OCEAN PARKWAY-NORTH,5422,10, ,1,10033,6000,1933,0
43741,3,OCEAN PARKWAY-NORTH,5418,38, ,1,9033,1710,1989,2700000
43742,3,OCEAN PARKWAY-NORTH,5403,126, ,1,6700,3900,1928,10
43744,3,OCEAN PARKWAY-NORTH,6536,28, ,0,4000,0,0,0
43745,3,OCEAN PARKWAY-NORTH,6536,34, ,0,16000,0,0,0
43746,3,OCEAN PARKWAY-NORTH,6536,40, ,0,2000,0,0,0
43747,3,OCEAN PARKWAY-NORTH,6536,41, ,0,2000,0,0,0
43748,3,OCEAN PARKWAY-NORTH,6536,42, ,0,2000,0,0,0
43749,3,OCEAN PARKWAY-NORTH,6536,43, ,0,2000,0,0,0
43750,3,OCEAN PARKWAY-NORTH,6536,30, ,11,12000,145983,0,0
43751,3,OCEAN PARKWAY-NORTH,6564,1, ,1,22400,44800,1959,10000000
43752,3,OCEAN PARKWAY-NORTH,6509,50, ,1,10500,4030,1920,4400000
43754,3,OCEAN PARKWAY-NORTH,5398,1009, ,1,0,0,2005,0
43755,3,OCEAN PARKWAY-NORTH,5419,1112, ,1,0,0,2012,25000
43756,3,OCEAN PARKWAY-NORTH,6494,1008, ,1,0,0,0,0
